ID,Name,Sex,Age,Height,Weight,Team,Year,Sport,Event,Medal
290,Clo Hache,F,18,171,62,France,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
291,Iacovos Hadjiconstantinou,M,21,194,80,Cyprus,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
292,Kosuke Hagino,M,21,177,71,Japan,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
292,Kosuke Hagino,M,21,177,71,Japan,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
292,Kosuke Hagino,M,21,177,71,Japan,2016,Swimming,Swimming Men's 200 metres Individual Medley,Silver
292,Kosuke Hagino,M,21,177,71,Japan,2016,Swimming,Swimming Men's 400 metres Individual Medley,Gold
293,Alexandre Haldemann,M,21,186,81,Switzerland,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
294,"Francesca Jean ""Fran"" Halsall",F,26,172,64,Great Britain,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
294,"Francesca Jean ""Fran"" Halsall",F,26,172,64,Great Britain,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
295,Molly Hannis,F,24,170,70,United States,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
296,Jacob Hansford,M,20,182,77,Australia,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
297,Louise Maria Hansson,F,19,187,71,Sweden,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
297,Louise Maria Hansson,F,19,187,71,Sweden,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
297,Louise Maria Hansson,F,19,187,71,Sweden,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
297,Louise Maria Hansson,F,19,187,71,Sweden,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
297,Louise Maria Hansson,F,19,187,71,Sweden,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
298,Sophie Elizabeth Hansson,F,18,186,74,Sweden,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
298,Sophie Elizabeth Hansson,F,18,186,74,Sweden,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
299,Isabelle Hrle,F,28,175,64,Germany,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
300,Giordan Harris,M,23,185,99,Marshall Islands,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
301,Junya Hasegawa,M,22,180,70,Japan,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
302,Suzuka Hasegawa,F,16,165,56,Japan,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
303,Julia Hassler,F,23,177,73,Liechtenstein,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
304,Camilla Hattersley,F,21,174,59,Great Britain,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
304,Camilla Hattersley,F,21,174,59,Great Britain,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
305,Siobhn Bernadette Haughey,F,18,177,64,Hong Kong,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
306,He Jianbin,M,23,188,83,China,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
307,"Frederike Johanna Maria ""Femke"" Heemskerk",F,28,180,68,Netherlands,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
307,"Frederike Johanna Maria ""Femke"" Heemskerk",F,28,180,68,Netherlands,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
307,"Frederike Johanna Maria ""Femke"" Heemskerk",F,28,180,68,Netherlands,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
308,Franois Heersbrandt,M,26,179,74,Belgium,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
309,Jacob Oskar Julius Heidtmann,M,21,195,83,Germany,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
309,Jacob Oskar Julius Heidtmann,M,21,195,83,Germany,2016,Swimming,Swimming Men's 400 metres Individual Medley,NA
310,Philip Marvin Heintz,M,25,194,85,Germany,2016,Swimming,Swimming Men's 200 metres Individual Medley,NA
311,Hem Thon Vitiny,F,22,163,52,Cambodia,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
312,Mlanie Hnique,F,23,171,60,France,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
313,Franziska Hentke,F,27,169,62,Germany,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
313,Franziska Hentke,F,27,169,62,Germany,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
314,Graciele Herrmann,F,24,180,64,Brazil,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
315,Rebecca Heyliger,F,23,161,54,Bermuda,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
316,Hilal Hemed Hilal,M,22,176,63,Tanzania,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
317,Johannes Hintze,M,17,193,82,Germany,2016,Swimming,Swimming Men's 400 metres Individual Medley,NA
318,Yasunari Hirai,M,26,175,75,Japan,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
319,Chad Ho,M,26,172,75,South Africa,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
320,Hong Qu Phc,M,23,182,76,Vietnam,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
321,"Benjamin Thomas ""Ben"" Hockin Brusquetti",M,29,195,90,Paraguay,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
322,Belinda Jane Hocking,F,25,167,57,Australia,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
323,Pter Holoda,M,20,196,90,Hungary,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
324,Tamila Hryhorivna Holub,F,17,175,62,Portugal,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
325,Stephanie Horner,F,27,180,69,Canada,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
326,Bjrn Hornikel,M,24,192,91,Germany,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
326,Bjrn Hornikel,M,24,192,91,Germany,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
327,"Mackenzie ""Mack"" Horton",M,20,190,88,Australia,2016,Swimming,Swimming Men's 400 metres Freestyle,Gold
327,"Mackenzie ""Mack"" Horton",M,20,190,88,Australia,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
327,"Mackenzie ""Mack"" Horton",M,20,190,88,Australia,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
328,Dvid Horvth,M,20,175,73,Hungary,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
329,Natsumi Hoshi,F,25,164,56,Japan,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
329,Natsumi Hoshi,F,25,164,56,Japan,2016,Swimming,Swimming Women's 200 metres Butterfly,Bronze
330,Katinka Hossz,F,27,175,65,Hungary,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
330,Katinka Hossz,F,27,175,65,Hungary,2016,Swimming,Swimming Women's 100 metres Backstroke,Gold
330,Katinka Hossz,F,27,175,65,Hungary,2016,Swimming,Swimming Women's 200 metres Backstroke,Silver
330,Katinka Hossz,F,27,175,65,Hungary,2016,Swimming,Swimming Women's 200 metres Individual Medley,Gold
330,Katinka Hossz,F,27,175,65,Hungary,2016,Swimming,Swimming Women's 400 metres Individual Medley,Gold
331,Hou Yawen,F,17,181,71,China,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
332,Andriy Andriyovych Hovorov,M,24,190,89,Ukraine,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
333,Jade Ashleigh Howard,F,21,182,68,Zambia,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
334,Sidni Hoxha,M,24,193,86,Albania,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
335,Hu Yixuan,M,21,185,83,China,2016,Swimming,Swimming Men's 200 metres Individual Medley,NA
336,Mohamed Hussein,M,24,188,78,Egypt,2016,Swimming,Swimming Men's 200 metres Individual Medley,NA
337,"Matthew ""Matt"" Hutchins",M,21,190,75,New Zealand,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
337,"Matthew ""Matt"" Hutchins",M,21,190,75,New Zealand,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
338,Liliana Ibez Lpez,F,25,180,70,Mexico,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
339,Haneen Ibrahim,F,16,154,47,Sudan,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
340,Chihiro Igarashi,F,21,170,61,Japan,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
340,Chihiro Igarashi,F,21,170,61,Japan,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
340,Chihiro Igarashi,F,21,170,61,Japan,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
341,Judit Ignacio Sorribes,F,22,165,58,Spain,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
341,Judit Ignacio Sorribes,F,22,165,58,Spain,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
342,Rikako Ikee,F,16,170,56,Japan,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
343,Runa Imai,F,15,163,50,Japan,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
344,Maksim Ini,M,20,186,80,Montenegro,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
345,Santisouk Inthavong,M,16,170,60,Laos,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
346,Anton rskov Ipsen,M,21,186,74,Denmark,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
346,Anton rskov Ipsen,M,21,186,74,Denmark,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
347,Billy Scott Irakose,M,19,196,74,Burundi,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
348,Ryosuke Irie,M,26,178,64,Japan,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
348,Ryosuke Irie,M,26,178,64,Japan,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
348,Ryosuke Irie,M,26,178,64,Japan,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
349,Grant Irvine,M,25,187,80,Australia,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
349,Grant Irvine,M,25,187,80,Australia,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
350,Amit Ivry,F,26,170,65,Israel,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
350,Amit Ivry,F,26,170,65,Israel,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
350,Amit Ivry,F,26,170,65,Israel,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
350,Amit Ivry,F,26,170,65,Israel,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
351,"Danila Sergeyevich ""Dan"" Izotov",M,24,192,90,Russia,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
351,"Danila Sergeyevich ""Dan"" Izotov",M,24,192,90,Russia,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
352,Connor Jaeger,M,25,185,77,United States,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
352,Connor Jaeger,M,25,185,77,United States,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
353,"Zsuzsanna ""Zsu"" Jakabos",F,27,185,70,Hungary,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
353,"Zsuzsanna ""Zsu"" Jakabos",F,27,185,70,Hungary,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
353,"Zsuzsanna ""Zsu"" Jakabos",F,27,185,70,Hungary,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
354,Mimosa Jallow,F,22,176,63,Finland,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
354,Mimosa Jallow,F,22,176,63,Finland,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
355,Pavel Janeek,M,22,196,85,Czech Republic,2016,Swimming,Swimming Men's 400 metres Individual Medley,NA
356,Julie Kepp Jensen,F,16,177,65,Denmark,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
357,Pl Vitalis Joensen,M,25,180,75,Denmark,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
358,Jennie Caroline Eleonore Johansson,F,28,188,71,Sweden,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
358,Jennie Caroline Eleonore Johansson,F,28,188,71,Sweden,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
359,Damien Joly,M,24,189,72,France,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
359,Damien Joly,M,24,189,72,France,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
360,Bayan Jumah,F,22,182,76,Syria,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
361,Pawe Juraszek,M,21,185,68,Poland,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
362,Calvyn Justus,M,20,195,70,South Africa,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
363,Amina Kajtaz,F,19,173,62,Bosnia and Herzegovina,2016,Swimming,Swimming Women's 100 metres Butterfly,NA
364,Chase Tyler Kalisz,M,22,193,86,United States,2016,Swimming,Swimming Men's 400 metres Individual Medley,Silver
365,Uvis Kalni,M,22,192,85,Latvia,2016,Swimming,Swimming Men's 200 metres Individual Medley,NA
366,Ziv Kalontarov,M,19,185,70,Israel,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
366,Ziv Kalontarov,M,19,185,70,Israel,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
367,Victoria Kaminskaya,F,20,164,53,Portugal,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
367,Victoria Kaminskaya,F,20,164,53,Portugal,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
368,Masaki Kaneko,M,24,181,75,Japan,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
369,Rie Kaneto,F,27,175,64,Japan,2016,Swimming,Swimming Women's 200 metres Breaststroke,Gold
370,Boglrka Kaps,F,23,168,54,Hungary,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
370,Boglrka Kaps,F,23,168,54,Hungary,2016,Swimming,Swimming Women's 800 metres Freestyle,Bronze
370,Boglrka Kaps,F,23,168,54,Hungary,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
371,Nezir Karap,M,22,179,74,Turkey,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
372,Yannick Kser,M,24,186,81,Switzerland,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
372,Yannick Kser,M,24,186,81,Switzerland,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
373,Reem Mohamed Hussein El-Sayed Kassem,F,20,175,75,Egypt,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
374,Shivani Kataria,F,18,163,60,India,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
375,Khristos Katrantzis,M,24,188,78,Greece,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
376,Radosaw Kawcki,M,24,189,76,Poland,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
376,Radosaw Kawcki,M,24,189,76,Poland,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
376,Radosaw Kawcki,M,24,189,76,Poland,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
377,Tracy Keith-Matchitt,F,26,167,60,Cook Islands,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
378,Tams Kenderesi,M,19,186,74,Hungary,2016,Swimming,Swimming Men's 200 metres Butterfly,Bronze
379,Ajna Evelin Ksely,F,14,165,54,Hungary,2016,Swimming,Swimming Women's 200 metres Freestyle,NA
379,Ajna Evelin Ksely,F,14,165,54,Hungary,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
379,Ajna Evelin Ksely,F,14,165,54,Hungary,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
380,Ali Ahmed Mahmoud Ali Khalafalla,M,20,182,78,Egypt,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
381,Yuliya Petrovna Khitraya,F,26,180,66,Belarus,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
382,Ilya Andreyevich Khomenko,M,20,181,75,Russia,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
383,Apostolos Khristou,M,19,198,88,Greece,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
383,Apostolos Khristou,M,19,198,88,Greece,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
383,Apostolos Khristou,M,19,198,88,Greece,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
383,Apostolos Khristou,M,19,198,88,Greece,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
384,Vitaly Khudyakov,M,21,186,83,Kazakhstan,2016,Swimming,Swimming Men's 10 kilometres Open Water,NA
385,Yumi Kida,F,31,160,55,Japan,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
386,Kim Seo-Yeong,F,22,163,51,South Korea,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
387,Lilly King,F,19,175,70,United States,2016,Swimming,Swimming Women's 100 metres Breaststroke,Gold
387,Lilly King,F,19,175,70,United States,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
387,Lilly King,F,19,175,70,United States,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
388,Boris Kirillov,M,23,181,75,Azerbaijan,2016,Swimming,Swimming Men's 200 metres Backstroke,NA
389,Gerg Kis,M,28,184,81,Hungary,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
389,Gerg Kis,M,28,184,81,Hungary,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
390,Yuri Kisil,M,20,198,84,Canada,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
390,Yuri Kisil,M,20,198,84,Canada,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
390,Yuri Kisil,M,20,198,84,Canada,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
390,Yuri Kisil,M,20,198,84,Canada,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
391,Kacper Fabian Klich,M,21,182,78,Poland,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
392,Anja Klinar,F,28,170,62,Slovenia,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
392,Anja Klinar,F,28,170,62,Slovenia,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
392,Anja Klinar,F,28,170,62,Slovenia,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
393,Tom Klobunk,M,26,185,88,Slovakia,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
394,Andrea Kneppers,F,23,175,67,Netherlands,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
395,Kenji Kobase,M,29,180,80,Japan,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
396,Yuki Kobori,M,22,183,77,Japan,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
397,Kristel Arianne Kbrich Schmipl,F,30,170,60,Chile,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
397,Kristel Arianne Kbrich Schmipl,F,30,170,60,Chile,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
398,Marco Koch,M,26,185,83,Germany,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
398,Marco Koch,M,26,185,83,Germany,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
399,Junya Koga,M,29,181,80,Japan,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
400,Sarah Khler,F,22,179,67,Germany,2016,Swimming,Swimming Women's 400 metres Freestyle,NA
400,Sarah Khler,F,22,179,67,Germany,2016,Swimming,Swimming Women's 800 metres Freestyle,NA
400,Sarah Khler,F,22,179,67,Germany,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
401,Dienov Andrs Koka,M,20,173,68,Congo (Brazzaville),2016,Swimming,Swimming Men's 50 metres Freestyle,NA
402,"Man Yi ""Yvette"" Kong",F,23,176,60,Hong Kong,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
402,"Man Yi ""Yvette"" Kong",F,23,176,60,Hong Kong,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
403,Yevgeny Nikolayevich Koptelov,M,22,190,72,Russia,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
403,Yevgeny Nikolayevich Koptelov,M,22,190,72,Russia,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
403,Yevgeny Nikolayevich Koptelov,M,22,190,72,Russia,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
404,Pawe Jzef Korzeniowski,M,31,192,82,Poland,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
404,Pawe Jzef Korzeniowski,M,31,192,82,Poland,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
404,Pawe Jzef Korzeniowski,M,31,192,82,Poland,2016,Swimming,Swimming Men's 100 metres Butterfly,NA
405,Birgit Koschischek,F,29,169,60,Austria,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
406,Yasuhiro Koseki,M,24,188,80,Japan,2016,Swimming,Swimming Men's 100 metres Breaststroke,NA
406,Yasuhiro Koseki,M,24,188,80,Japan,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
406,Yasuhiro Koseki,M,24,188,80,Japan,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
407,Matias Koski,M,22,195,93,Finland,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
407,Matias Koski,M,22,195,93,Finland,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
408,Dimitrios Koulouris,M,25,183,79,Greece,2016,Swimming,Swimming Men's 200 metres Breaststroke,NA
409,Dominik Kozma,M,25,193,90,Hungary,2016,Swimming,Swimming Men's 100 metres Freestyle,NA
409,Dominik Kozma,M,25,193,90,Hungary,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
409,Dominik Kozma,M,25,193,90,Hungary,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
409,Dominik Kozma,M,25,193,90,Hungary,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
410,Adzo Rebecca Kpossi,F,17,158,53,Togo,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
411,Anastasiya Sergeyevna Krapivina,F,21,170,56,Russia,2016,Swimming,Swimming Women's 10 kilometres Open Water,NA
412,Aleksandr Vladimirovich Krasnykh,M,21,188,80,Russia,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
412,Aleksandr Vladimirovich Krasnykh,M,21,188,80,Russia,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
412,Aleksandr Vladimirovich Krasnykh,M,21,188,80,Russia,2016,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
413,Lena Kreundl,F,18,174,69,Austria,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
414,Ranomi Kromowidjojo,F,25,180,72,Netherlands,2016,Swimming,Swimming Women's 50 metres Freestyle,NA
414,Ranomi Kromowidjojo,F,25,180,72,Netherlands,2016,Swimming,Swimming Women's 100 metres Freestyle,NA
414,Ranomi Kromowidjojo,F,25,180,72,Netherlands,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
415,Leonie Kullmann,F,16,175,62,Germany,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
416,Olim Kurbanov,M,18,186,69,Tajikistan,2016,Swimming,Swimming Men's 50 metres Freestyle,NA
417,Cameron Roland Kurle,M,19,186,66,Great Britain,2016,Swimming,Swimming Men's 200 metres Freestyle,NA
418,Tanja Kylliinen,F,23,155,57,Finland,2016,Swimming,Swimming Women's 200 metres Individual Medley,NA
418,Tanja Kylliinen,F,23,155,57,Finland,2016,Swimming,Swimming Women's 400 metres Individual Medley,NA
419,Camille Lacourt,M,31,200,85,France,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
419,Camille Lacourt,M,31,200,85,France,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
420,Audrey Lacroix,F,32,163,53,Canada,2016,Swimming,Swimming Women's 200 metres Butterfly,NA
421,Jessie Khing Lacuna,M,22,170,70,Philippines,2016,Swimming,Swimming Men's 400 metres Freestyle,NA
422,Driss Lahrichi,M,18,190,83,Morocco,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
423,Alexus Lucienne Laird,F,23,172,61,Seychelles,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
424,Talisa Lanoe,F,22,167,50,Kenya,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
425,"Mitchell James ""Mitch"" Larkin",M,23,187,72,Australia,2016,Swimming,Swimming Men's 100 metres Backstroke,NA
425,"Mitchell James ""Mitch"" Larkin",M,23,187,72,Australia,2016,Swimming,Swimming Men's 200 metres Backstroke,Silver
425,"Mitchell James ""Mitch"" Larkin",M,23,187,72,Australia,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
426,"Yin Yan ""Claudia"" Lau",F,23,160,56,Hong Kong,2016,Swimming,Swimming Women's 100 metres Backstroke,NA
426,"Yin Yan ""Claudia"" Lau",F,23,160,56,Hong Kong,2016,Swimming,Swimming Women's 200 metres Backstroke,NA
427,Jenna Laukkanen,F,21,182,80,Finland,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
427,Jenna Laukkanen,F,21,182,80,Finland,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
427,Jenna Laukkanen,F,21,182,80,Finland,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
428,Chad Guy Bertrand le Clos,M,24,190,83,South Africa,2016,Swimming,Swimming Men's 200 metres Freestyle,Silver
428,Chad Guy Bertrand le Clos,M,24,190,83,South Africa,2016,Swimming,Swimming Men's 100 metres Butterfly,Silver
428,Chad Guy Bertrand le Clos,M,24,190,83,South Africa,2016,Swimming,Swimming Men's 200 metres Butterfly,NA
429,Fanny Lecluyse,F,24,177,64,Belgium,2016,Swimming,Swimming Women's 100 metres Breaststroke,NA
429,Fanny Lecluyse,F,24,177,64,Belgium,2016,Swimming,Swimming Women's 200 metres Breaststroke,NA
430,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,2016,Swimming,Swimming Women's 200 metres Freestyle,Gold
430,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,2016,Swimming,Swimming Women's 400 metres Freestyle,Gold
430,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,2016,Swimming,Swimming Women's 800 metres Freestyle,Gold
430,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,2016,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
430,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
